"sentence_text";"label_binary";"label_component"
"este es el tipo de inmigración que deja muy mal parado al resto de los venezolanos";"argumentative";"premise"
"desgraciados";"argumentative";"claim"
"en mierditerráneo digital andan un poco obsesionados con las violaciones las ficticias";"argumentative";"premise"
"denunciar que un gc y un militar violaron a una cría de 18 años no queda muy patriota gays y un marroquí ¿serán gays negros sudacas o moros ?";"argumentative";"claim"
"a la frontera con ellos";"argumentative";"claim"
"a que impidan que la salten los subsaharianos";"argumentative";"premise"
"que buena vaina carajo con la cochina cultura árabe";"argumentative";"claim"
"no conforme con la invasion que tenemos xq ya los venezolanos parecemos extranjeros en nuestro propio país ahora canciones árabe s en emisoras radiales";"argumentative";"premise"
"no me jodan con esa cultura mal viviente";"argumentative";"claim"
"la inmigracion de personas de cultura similar o dispuestos a adaptarse y respetar nuestra cultura es beneficiosa";"argumentative";"premise"
"cientos de miles de indocumentados violentos ignorantes y fanatizados por la religión que vienen a vivir de ayudas es una invasión";"argumentative";"claim"
"hashtag stopglobalizacion d_nacional los españoles lo primero";"argumentative";"claim"
"d_nacional: alarma por los más de 50 000 subsaharianos que esperan en marruecos para cruzar a españa";"argumentative";"premise"
"la inmigración masiva va a destruir espa";"argumentative";"claim"
"nosotros no son mas los sudacas y centroamirdicanos";"argumentative";"claim"
"pasan por mi país violentando gente porque """"no tienen dinero"""" """"porque van en busca de una vida mejor"""" y ademas ilegal";"argumentative";"premise"
"absurda europa y bruselas";"argumentative";"claim"
"el populismo es lo que tienen ellos declarando un igualitarismo y socialismo fracasado un estado de bienestar para inmigrantes ilegales y para quienes no trabajan y de malestar para el que produce y le quitan todo con impuestos";"argumentative";"premise"
"no huyen de ninguna guerra";"argumentative";"claim"
"cuando huyes de una guerra no vuelves a tu país de """"vacaciones"""" con las ayudas del estado español pero que no es nada nuevo casi la totalidad de las mujeres """"sirias"""" llevan velo cuando siria es un país cristiano";"argumentative";"premise"
"nos vamos a convertir como venezuela"" decían ahora hasta en los semáforos se habla chamo";"argumentative";"premise"
"quiero ver al señor duque y a los ministerios y cancillería que van hacer con tanto inmigrante chamo zolano";"argumentative";"claim"
"cuando veais a los pobres muslims acordaron que ademas de";"argumentative";"claim"
"sangraros gracias a las ayudas y subvenciones que nuestros mayores no reciben se llevan el dinero a traves de mezquitas y locutorios";"argumentative";"premise"
"cuando me hicieron la casa vinieron trabajadores indocumentados de argentina que no estaban registrados";"argumentative";"premise"
"mi casa fue la que expusieron en el prado hasta el día de hoy tiene entrada de agua por todos lados y problemas enormes sin solución";"argumentative";"claim"
"telediario de las 15 h: - alemanes siembran el pánico en metro de valencia - rumanas carteristas en metro de barcelona - árabes agreden a turistas en barcelona";"argumentative";"premise"
"racismo? no";"argumentative";"claim"
"dios los cría y ellos se juntan";"argumentative";"claim"
"los sin papeles con los sin papeles";"argumentative";"premise"
"estos son los que nos están invadiendo";"argumentative";"premise"
"y nosotros acogiendo como refugiados y regalandoles todos nuestros servicios sociales";"argumentative";"claim"
"que les pasa a todos que me quieren hacer usar turbante de arabe";"argumentative";"claim"
"soy negro pero tampoco para tanto";"argumentative";"premise"
"@user y @user tienen razón";"argumentative";"claim"
"los inmigrantes vienen a imponernos sus costumbres";"argumentative";"premise"
"si no te gusta puedes cambiarlo";"argumentative";"claim"
"destino sudaca";"argumentative";"premise"
"pues a mi el hebreo o lo que farfullan los sionistas me suena muy parecido al árabe";"argumentative";"claim"
"lo digo por lo racistas que son con todo lo que este relacionado con los árabe s";"argumentative";"premise"
"mientras los manteros atacan a turistas y hay reyertas en el raval ada colau ha visitado el pueblo italiano de riace repoblado dando casas a inmigrantes y refugiados un """"ejemplo de acogida integración y lucha contra la xenofobia""""";"argumentative";"premise"
"pues que se quede allí indefinidamente";"argumentative";"claim"
"los traficantes de inmigrantes proactiva open arms están dando vueltas entre cerdeña y túnez con 87 inmigrantes malta e italia no les dan permiso para desembarcar y otra vez quiere venir a españa";"argumentative";"premise"
"que los desembarque en túnez libia egipto que europa está llena sobran la mayoría";"argumentative";"claim"
"con la sanidad abierta a todo el mundo y cobrando del paro con pocos requisitos";"argumentative";"premise"
"yo si fuera inmigrante me venia de cabeza menudo chollo";"argumentative";"claim"
"se debería incluir en las escuelas la asignatura del islam";"argumentative";"claim"
"ya que para el 2050 españa será mayoría musulmana y así empezar a adaptarse";"argumentative";"premise"
"con q vengan muchos ya sobra aquí hay demasiados d todos subsaharianos en las calles tirados manteros perjudicando comercios legales y vendiendo copias marroquíes donde trabaja el y viven la mujer 4 niños y 4 abuelos";"argumentative";"premise"
"en ciudades y pueblos estamos llenos a su casa";"argumentative";"claim"
"andrej babiš presidente del gbno checo rechaza de plano la inmigracion subsahariana no los queremos en chequia";"argumentative";"claim"
"nunca tendrian un empleo y para mantenerlos aqui q se les ayude en sus paises de origen sus costumbres no son compatibles con las nuestras";"argumentative";"premise"
"hay varias paginas de feministas a las que deberia darles verguenza exponer sus ideas";"argumentative";"claim"
"ya que no tienen ni pies ni cabeza";"argumentative";"premise"
"esas cosas y otras pueden pasar por mantener a la inmigracion ilegal en españa y no expulsarlos ¿no?";"argumentative";"claim"
"la agresión de los manteros a un turista pone a colau en un aprieto";"argumentative";"premise"
"de los moros no se puede esperar nada bueno";"argumentative";"claim"
"y esto te lo dicen los propios árabes que también han luchado contra ellos";"argumentative";"premise"
"que nacionalidad o etnia crees que se adapta mejor a la vida occidental europea (tema derechos y libertades mujer lgtb convi pf mejor chinos";"argumentative";"claim"
"porque yo creo que ya estamos muy acostumbrades y idk peor los árabes yo";"argumentative";"premise"
"¿esto podría explicar el brutismo caribeño y el subsahariano ? ¿habrá correlación?";"argumentative";"claim"
"extreme heat linked with reduced cognitive performance among young adults in non-air-conditioned buildings";"argumentative";"premise"
"pasan las horas y @user aún no ha convocado ninguna manifa en apoyo a esta menor ninguna feminazi se solidariza con ella";"argumentative";"premise"
"parece que si los violadores son inmigrantes es menos delito que si lo hace un español";"argumentative";"claim"
"los últimos episodios de violencia ejercida por subsaharianos en ceuta barcelona y salou nos demuestran que no son buena gente y que no aportan nada positivo a nuestra sociedad";"argumentative";"premise"
"stop pateras no a la invasión";"argumentative";"claim"
"la gente inmigrante que ha entrado en españa de modo legal y se integran en nuestra sociedad se les llama personas de color";"argumentative";"premise"
"los ilegales que entran por la valla atacando a nuestros agentes delinquiendo y agrediendo a nuestros ciudadanos son negros e islamistas sin adornos";"argumentative";"claim"
"esta invasión continuada de subsaharianos no se cuanto nos cuesta imagino que cantidades astronómicas";"argumentative";"premise"
"por qué no empleamos esta pasta en hacer que vuelvan los españoles que tenemos por el mundo médicos investigadores y demás profesionales";"argumentative";"claim"
"los árabes inteligentes y creadores de civilización brillaron desde los inicios de la humanidad hasta la época en que el islamismo poseyó totalmente a ese pueblo";"argumentative";"premise"
"y lo relegó al oscurantismo y el atraso";"argumentative";"claim"
"enseñan al pueblo español a amedrentarse frente a un enemigo";"argumentative";"premise"
"yo enseño a mis hijos a saber defenderse sea mantero presidente del gobierno o saltador negro de la valla de melilla";"argumentative";"claim"
"en suecia están abriendo los ojos";"argumentative";"claim"
"el partido antiinmigración ganaría las elecciones generales del próximo mes de septiembre";"argumentative";"premise"
"cada vez son más los países que se dan cuenta del errror de acoger a miles de indocumentados sin que aporten nada";"argumentative";"claim"
"""el efecto llamada existe es una llamada de verdad telefónica";"argumentative";"claim"
"un inmigrante indocumentado que comparte un cuartucho con otros diez en madrid y corre ante la policía para poner a salvo las imitaciones baratas de bolsos de moda";"argumentative";"premise"
"esto es una invasión africana";"argumentative";"claim"
"salvamento marítimo como cooperador necesario y oneges ni te cuento de que viven?? nadie denuncia que van a por inmigrantes a aguas marroquíes";"argumentative";"premise"
"vaya futuro tiene españa";"argumentative";"claim"
"no nos confundamos muchas mujeres posan de victimas de acoso solo con una mirada";"argumentative";"premise"
"ridículas ¿estas se habrán comparado con lo que sufrieron las guerrilleras en las farc por ejemplo?";"argumentative";"claim"
"""a nuestro país llegan ya no solamente los migrantes ""tradicionales"" desde la fachada noroccidental africana ahora proceden de toda áfrica y de asia";"argumentative";"premise"
"somos la plataforma europea """"ideal"""" para refugiados e in migrantes de cualquier parte del mundo";"argumentative";"claim"
"atención la inteligencia norteamericana advierte de una invasión inminente de 100 000 subsaharianos";"argumentative";"premise"
"hashtag defiendeespaña elecciones ya";"argumentative";"claim"
"""ojalá haber grabado a todas las señora s que me han mirado mal en el bus y me han hecho pasar momentos incómodos";"argumentative";"claim"
"sobre todo a esa señora que todo el camino vino diciendo en voz alta: """"las sudacas consiguen lo que quieren en españa a cambio de sexo """" claramente refiriéndose a mi";"argumentative";"premise"
"en las últimas 24h varias peleas callejeras en ceuta por parte de los últimos en saltar violentamente la valla";"argumentative";"premise"
"y el gobierno pide respeto???";"argumentative";"claim"
"pablo casado acusa a los inmigrantes de las altas temperaturas porque """"el negro atrae el calor """"";"argumentative";"premise"
"las cámaras de seguridad del metro de milán han grabado cómo una joven de 25 años logra defenderse de un nigeriano de 31 años que quiso violarla afortunadamente la joven supo reaccionar a tiempo";"argumentative";"premise"
"es lógico que matteo salvini quiera expulsar a los inmigrantes ilegales";"argumentative";"claim"
"suriel hace años en venezuela vivimos eso mismo la entrada incontrolable de indocumentados de los paises vecinos llevo todo tipo de personas al país";"argumentative";"premise"
"que los metan presos o que los deporten y extremar medidas para que no entre este tipo de gente";"argumentative";"claim"
"si estamos cogiendo ejemplo de los arabes";"argumentative";"premise"
"mal vamos";"argumentative";"claim"
"no son subsaharianos son negros";"argumentative";"claim"
"que yo sepa sudán y níger están en el sáhara";"argumentative";"premise"
"estos putos negratas noos van a robar toda la pasta iñaqui";"argumentative";"premise"
"menos mal que yo la tengo en panamá";"argumentative";"claim"
"lo único que debe votar una mujer son sus tetas cuando hacen deporte";"argumentative";"premise"
"hashtag gravedadantetodo";"argumentative";"claim"
"un tio de 26 años de camerún (pais en guerra espero que note la ironia) con dos hijos que no puede mantener (como la mitad de los africanos) que dice que se ha dedicado a violar menores y animales desde que salió de camerún";"argumentative";"premise"
"inmigrante económico como él dice";"argumentative";"claim"
"alguna de sus co secuencias no siendo las peores que las hay y graves";"argumentative";"claim"
"""""sin papeles"""" una joven sufre seis fracturas tras ser arrollada por un grupo de manteros en la gran vía";"argumentative";"premise"
"crece a 1 402 la entrada de inmigrantes a ceuta";"argumentative";"premise"
"la mitad de ellos al asalto";"argumentative";"claim"
"en lo que va de 2018";"argumentative";"premise"
"con la inmigración de los africanos";"argumentative";"premise"
"nos vais a llenar las calles de heroína y comercio ilegal gracias de todo corazón además de acortar nuestras listas de espera en la sanidad gracias a la sanidad pública universal";"argumentative";"claim"
"estoy flipando";"argumentative";"claim"
"le estaba diciendo a este chico que mi padre pegaba e insultaba a mi madre que tiene dos denuncias por violencia de género y órdenes de alejamiento y se puso a decirme que él jamás pensaría que la mujer tiene razón que si eso me pasó a mí es porque soy árabe";"argumentative";"premise"
"el mensaje de carmena q animaba a asaltar la valla de melilla como fuera los cuerpos de seguridad están desbordados y la asistencia colapsada";"argumentative";"premise"
"los asaltos violentos a la valla de ceuta y melilla son un gran problema pero hay políticos q animan a hacerlos";"argumentative";"claim"
"@user dijo que sus comentarios en campaña son nada comparados con la realidad";"argumentative";"premise"
"que sabrán esos yankis si hashtag grandemarlaska dice que no haay colapso en los centros de acogida de inmigrantes adelante con ellos";"argumentative";"claim"
"la inteligencia norteamericana advierte de una invasión inminente de 100 000 subsaharianos";"argumentative";"premise"
"la solución política:";"argumentative";"premise"
"1 no renovar residencia y expulsar a tantos marroquíes como subsaharianos entren desde marruecos no habría nadie en la valla 2 deducir de las ayudas al desarrollo a un país el coste de la repatriación de sus inmigrantes que lleguen ilegalmente a españa";"argumentative";"claim"
"llegan 900 venezolanos por día al perú";"argumentative";"premise"
"cuantos más tendrán que venir para que ya se ponga coto y fin a esta invasión ?";"argumentative";"claim"
"qué ya no es una inmigración a las autoridades peruanas no les da ni la tos por este tema";"argumentative";"premise"
"solo reaccionarán cuando esto se desborde";"argumentative";"claim"
"deben abstenerse de acercarse a la valla de melilla";"argumentative";"claim"
"al menos hasta que los """"lindos negritos visitantes"""" estén estreñidos";"argumentative";"premise"
"y mientras a los que somos españoles trabajamos y cotizamos nos eternizamos esperando k nos operen y nos kitan medicinas";"argumentative";"claim"
"¡manda cojones sánchez da sanidad gratis a los sin papeles pero no a los inmigrantes legales";"argumentative";"premise"
"lo primero que tendría que hacer pdr snchz cuando vuelva de vacaciones es una sesión de fotos practicando footing en la moncloa rodeado de negros perdón subsaharianos";"argumentative";"claim"
"con eso lo arreglábamos todo hasta podríamos usar a obama de extra";"argumentative";"premise"
"pregunta para la izquierda esta es para nota";"argumentative";"claim"
"si abrimos las fronteras indiscriminadamente y sin control y un inmigrante agrede a una mujer inmigrante también con la que está en una relación sentimental ¿cómo se le localiza para citarle a juicio después de la agresión?";"argumentative";"premise"
"la ropa de los indocumentados es cada vez más horrible";"argumentative";"premise"
"me dan pena chabon los colores los modelos todo asqueroso";"argumentative";"claim"
"tu peloteo es ridiculo";"argumentative";"claim"
"para ti un latinoamericano siempre será un sudaca o panchito nunca lo trataras h consideraras de tu nivel";"argumentative";"premise"
"vergüenza de tanto indocumentado a favor de la jauría de lo políticamente correcto";"argumentative";"claim"
"la sentencia contra juana rivas es machista si es un hombre quien lo hace y la condena el doble no sería hembrista sino justa";"argumentative";"premise"
"dan mucho asco estos políticos juezas y tertuliano/as";"argumentative";"claim"
"soy partidario de ayudar a la gente sin papeles pero se están aprovechando de nuestra solidaridad lo que faltaba por ver agredir a turistas y policias";"argumentative";"premise"
"la única manera que nos obligan hacer es mantero sin papeles mantero a su país";"argumentative";"claim"
"me quieren seguir en ig un montón de árabes/turcos/israelíes";"argumentative";"premise"
"creo que tengo cara de terrorista y no me di cuenta";"argumentative";"claim"
"la inmigracion legal si crea riqueza pero los ilegales solo nos cuestan dinero a los contribuyentes por que se les da de todo ¿no?";"argumentative";"premise"
"la riqueza se crea no se reparte";"argumentative";"claim"
"menudo chiste";"argumentative";"claim"
"sin papeles sin dirección conocida puede estar en cualquier parte ya y aunque lo pillen dará igual lo defenderá open arms y todas las instituciones";"argumentative";"premise"
